V1,V6,V10,V12,V13,V14,V15
43,4016.0,14,159.0,2,-1.0,0
35,20.0,7,51.0,2,-1.0,0
51,2506.0,30,210.0,3,-1.0,0
32,2137.0,13,423.0,1,349.0,1
38,406.0,29,138.0,1,188.0,5
46,568.0,28,51.0,4,-1.0,0
34,184.0,30,87.0,3,-1.0,0
59,741.0,19,194.0,2,152.0,2
59,7668.0,5,124.0,1,-1.0,0
42,419.0,14,96.0,4,-1.0,0
57,490.0,18,70.0,5,-1.0,0
43,253.0,21,111.0,5,-1.0,0
30,1012.0,17,22.0,3,329.0,1
27,-579.0,18,220.0,1,367.0,3
59,182.0,12,90.0,1,104.0,2
35,620.0,17,57.0,2,-1.0,0
37,281.0,16,279.0,2,-1.0,0
33,1.0,21,551.0,8,-1.0,0
33,1349.0,21,120.0,1,-1.0,0
35,126.0,16,472.0,1,-1.0,0
26,338.0,29,245.0,1,92.0,3
48,595.0,24,464.0,1,-1.0,0
33,172.0,7,13.0,1,-1.0,0
32,80.0,19,475.0,2,-1.0,0
33,14.0,12,188.0,1,-1.0,0
44,381.0,9,92.0,1,-1.0,0
33,837.0,27,250.0,8,-1.0,0
32,60.0,19,153.0,7,-1.0,0
32,250.0,29,202.0,1,-1.0,0
27,456.0,13,104.0,1,-1.0,0
26,159.0,3,589.0,1,-1.0,0
46,792.0,5,170.0,2,-1.0,0
39,1048.0,21,405.0,1,-1.0,0
47,3279.0,21,189.0,4,-1.0,0
33,39.0,19,123.0,5,-1.0,0
36,254.0,6,161.0,3,-1.0,0
54,199.0,21,532.0,1,-1.0,0
55,277.0,12,101.0,3,-1.0,0
34,682.0,27,472.0,3,-1.0,0
41,56.0,31,63.0,21,-1.0,0
59,208.0,28,503.0,2,-1.0,0
43,2355.0,13,333.0,3,-1.0,0
52,2488.0,13,176.0,2,-1.0,0
37,2.0,4,220.0,1,-1.0,0
51,2.0,5,295.0,1,-1.0,0
58,-147.0,28,95.0,3,-1.0,0
37,33.0,6,326.0,1,-1.0,0
36,109.0,12,200.0,2,370.0,2
27,276.0,16,218.0,2,-1.0,0
42,865.0,5,81.0,1,-1.0,0
35,297.0,29,251.0,3,265.0,4
32,3268.0,15,147.0,1,-1.0,0
44,-73.0,28,80.0,9,-1.0,0
31,388.0,5,730.0,2,-1.0,0
25,-282.0,25,198.0,1,-1.0,0
50,1906.0,16,174.0,17,-1.0,0
36,265.0,2,88.0,1,273.0,1
57,5631.0,25,68.0,1,90.0,5
33,0.0,11,237.0,2,-1.0,0
49,229.0,8,219.0,2,-1.0,0
32,-56.0,19,418.0,1,-1.0,0
39,-50.0,27,59.0,1,-1.0,0
42,519.0,2,150.0,3,-1.0,0
38,8381.0,15,82.0,1,145.0,1
36,-2.0,2,316.0,1,-1.0,0
44,532.0,16,141.0,2,-1.0,0
59,174.0,26,145.0,1,-1.0,0
45,0.0,9,74.0,1,-1.0,0
28,1.0,28,181.0,1,-1.0,0
37,493.0,9,328.0,7,-1.0,0
30,853.0,3,343.0,1,-1.0,0
50,5164.0,12,117.0,5,-1.0,0
34,290.0,10,132.0,1,-1.0,0
41,656.0,6,178.0,1,-1.0,0
34,6053.0,19,26.0,5,-1.0,0
47,-407.0,27,46.0,1,-1.0,0
58,1697.0,20,55.0,2,-1.0,0
49,1158.0,14,159.0,3,-1.0,0
43,392.0,4,110.0,1,208.0,2
31,997.0,3,256.0,1,190.0,3
45,356.0,11,212.0,2,-1.0,0
38,3995.0,21,1111.0,6,-1.0,0
57,73.0,12,41.0,1,-1.0,0
34,0.0,20,263.0,2,-1.0,0
59,3831.0,30,87.0,4,-1.0,0
31,1601.0,7,615.0,1,137.0,3
42,3641.0,14,869.0,1,-1.0,0
33,2481.0,12,104.0,2,-1.0,0
46,357.0,19,221.0,2,-1.0,0
49,7426.0,20,65.0,2,-1.0,0
36,670.0,25,126.0,3,-1.0,0
36,107.0,31,134.0,2,-1.0,0
43,620.0,13,46.0,4,-1.0,0
72,0.0,28,359.0,1,-1.0,0
41,334.0,13,14.0,4,331.0,22
59,96.0,9,123.0,1,-1.0,0
36,63.0,16,322.0,2,-1.0,0
36,580.0,10,633.0,1,-1.0,0
38,577.0,2,50.0,2,-1.0,0
56,318.0,9,246.0,3,-1.0,0
40,0.0,2,297.0,1,28.0,3
52,799.0,21,128.0,2,-1.0,0
57,3760.0,17,1070.0,1,-1.0,0
52,502.0,17,637.0,3,-1.0,0
47,0.0,23,203.0,4,-1.0,0
25,1404.0,2,85.0,2,-1.0,0
45,3689.0,7,397.0,1,169.0,5
47,780.0,20,447.0,2,-1.0,0
33,165.0,23,218.0,1,-1.0,0
40,0.0,11,473.0,1,-1.0,0
36,708.0,17,59.0,3,-1.0,0
39,733.0,16,83.0,4,-1.0,0
37,2152.0,18,200.0,1,-1.0,0
52,340.0,17,463.0,1,344.0,1
38,76.0,20,167.0,2,287.0,3
60,0.0,18,201.0,1,-1.0,0
49,254.0,13,179.0,1,-1.0,0
39,385.0,26,143.0,1,93.0,1
32,22.0,14,145.0,1,-1.0,0
31,1260.0,21,93.0,1,-1.0,0
60,1210.0,11,231.0,2,-1.0,0
31,35.0,19,323.0,2,-1.0,0
39,0.0,28,93.0,25,-1.0,0
49,0.0,7,301.0,2,-1.0,0
32,453.0,18,331.0,2,-1.0,0
38,427.0,18,253.0,1,182.0,1
29,1489.0,20,399.0,1,-1.0,0
28,324.0,5,175.0,1,-1.0,0
27,77.0,16,143.0,1,-1.0,0
46,74.0,15,101.0,4,-1.0,0
33,390.0,13,460.0,2,-1.0,0
35,0.0,17,199.0,1,-1.0,0
35,-239.0,26,281.0,1,-1.0,0
37,171.0,7,250.0,3,-1.0,0
23,531.0,15,509.0,3,345.0,9
33,47.0,19,168.0,2,-1.0,0
34,1217.0,20,142.0,2,328.0,3
37,260.0,17,446.0,2,-1.0,0
54,0.0,21,219.0,2,-1.0,0
37,-796.0,26,299.0,1,-1.0,0
49,1342.0,7,253.0,1,140.0,1
34,581.0,21,176.0,4,-1.0,0
46,-591.0,9,126.0,1,-1.0,0
59,901.0,5,73.0,3,-1.0,0
40,-31.0,14,117.0,4,-1.0,0
51,1093.0,18,18.0,1,-1.0,0
42,1261.0,10,272.0,1,-1.0,0
50,1617.0,26,55.0,4,-1.0,0
32,3.0,23,108.0,3,-1.0,0
44,-225.0,6,319.0,2,-1.0,0
48,4300.0,25,99.0,6,-1.0,0
49,0.0,19,209.0,3,-1.0,0
51,618.0,4,69.0,1,-1.0,0
44,179.0,20,75.0,3,-1.0,0
47,0.0,12,138.0,2,-1.0,0
57,234.0,23,169.0,2,-1.0,0
28,404.0,18,33.0,2,367.0,4
44,3959.0,21,187.0,1,-1.0,0
34,1702.0,9,22.0,4,-1.0,0
54,0.0,18,144.0,2,-1.0,0
27,411.0,27,123.0,1,-1.0,0
33,-124.0,17,150.0,2,325.0,1
33,346.0,16,172.0,1,-1.0,0
46,285.0,11,215.0,2,-1.0,0
47,651.0,14,143.0,3,-1.0,0
50,207.0,4,99.0,1,-1.0,0
50,816.0,19,630.0,1,-1.0,0
44,6945.0,14,114.0,3,-1.0,0
27,268.0,13,528.0,1,358.0,2
39,3050.0,6,236.0,7,-1.0,0
33,79.0,2,674.0,1,-1.0,0
47,7.0,8,175.0,2,-1.0,0
29,74.0,6,174.0,1,-1.0,0
28,202.0,14,163.0,3,-1.0,0
55,0.0,29,316.0,2,-1.0,0
26,1326.0,9,70.0,1,-1.0,0
27,2033.0,2,39.0,2,-1.0,0
33,217.0,15,132.0,5,304.0,5
37,3111.0,21,9.0,3,185.0,2
33,21.0,2,202.0,2,-1.0,0
35,625.0,13,267.0,1,-1.0,0
60,2516.0,4,279.0,3,266.0,1
32,86.0,26,1099.0,1,-1.0,0
29,-228.0,9,279.0,1,-1.0,0
33,-923.0,31,237.0,9,-1.0,0
47,1172.0,19,86.0,1,-1.0,0
49,0.0,6,286.0,2,-1.0,0
46,-11.0,11,139.0,2,-1.0,0
32,320.0,6,198.0,2,-1.0,0
60,2389.0,4,287.0,1,-1.0,0
42,981.0,17,276.0,1,-1.0,0
56,186.0,2,108.0,4,-1.0,0
34,-603.0,25,164.0,4,-1.0,0
28,2.0,15,60.0,1,-1.0,0
30,292.0,7,381.0,1,335.0,5
29,87.0,6,1330.0,3,-1.0,0
58,1249.0,5,187.0,1,-1.0,0
33,-886.0,25,103.0,6,-1.0,0
43,469.0,20,89.0,2,-1.0,0
32,329.0,3,321.0,1,-1.0,0
31,873.0,23,145.0,4,-1.0,0
47,72.0,29,278.0,1,-1.0,0
46,385.0,29,52.0,4,-1.0,0
41,0.0,24,552.0,16,-1.0,0
44,682.0,27,85.0,3,-1.0,0
55,-157.0,6,354.0,5,-1.0,0
59,-47.0,27,84.0,4,-1.0,0
34,0.0,29,116.0,4,-1.0,0
31,165.0,15,218.0,4,-1.0,0
41,-224.0,2,108.0,2,-1.0,0
34,409.0,20,104.0,4,-1.0,0
55,1105.0,15,94.0,1,-1.0,0
55,273.0,29,84.0,3,183.0,3
58,16264.0,17,215.0,3,-1.0,0
32,574.0,15,51.0,4,-1.0,0
50,0.0,6,326.0,1,-1.0,0
54,1241.0,20,17.0,5,-1.0,0
37,26.0,16,114.0,4,-1.0,0
56,770.0,20,59.0,3,-1.0,0
30,249.0,12,406.0,1,-1.0,0
31,171.0,27,81.0,3,-1.0,0
44,879.0,31,28.0,1,-1.0,0
28,687.0,13,113.0,3,33.0,2
46,119.0,30,85.0,2,-1.0,0
34,786.0,28,122.0,11,-1.0,0
38,-345.0,28,177.0,2,-1.0,0
25,2354.0,30,149.0,1,84.0,7
42,145.0,26,174.0,2,-1.0,0
35,539.0,3,198.0,2,267.0,1
39,0.0,6,49.0,2,282.0,3
32,2366.0,20,127.0,2,-1.0,0
54,210.0,18,178.0,1,-1.0,0
72,6199.0,3,531.0,1,-1.0,0
53,2245.0,24,125.0,2,-1.0,0
34,1969.0,7,252.0,4,-1.0,0
53,6839.0,19,77.0,1,-1.0,0
42,120.0,17,179.0,1,-1.0,0
46,138.0,7,226.0,2,-1.0,0
30,187.0,26,272.0,6,-1.0,0
52,48.0,17,591.0,1,-1.0,0
46,665.0,30,89.0,4,235.0,2
36,90.0,18,166.0,3,-1.0,0
47,2515.0,20,40.0,3,-1.0,0
40,105.0,9,161.0,1,-1.0,0
30,0.0,23,40.0,5,-1.0,0
45,2185.0,19,167.0,4,-1.0,0
33,204.0,12,142.0,2,357.0,3
40,3090.0,13,664.0,1,-1.0,0
43,-3372.0,29,386.0,2,-1.0,0
29,178.0,5,231.0,4,-1.0,0
53,0.0,20,520.0,2,-1.0,0
51,260.0,9,183.0,2,-1.0,0
55,3546.0,18,588.0,1,110.0,2
24,1354.0,18,239.0,2,-1.0,0
36,9068.0,23,98.0,1,-1.0,0
43,246.0,25,113.0,6,-1.0,0
59,2126.0,18,359.0,1,343.0,1
46,1227.0,30,135.0,1,-1.0,0
38,79.0,20,209.0,2,-1.0,0
64,1977.0,24,160.0,2,-1.0,0
46,222.0,5,92.0,1,-1.0,0
35,391.0,30,47.0,8,-1.0,0
27,270.0,27,470.0,2,-1.0,0
35,270.0,17,216.0,1,-1.0,0
47,289.0,5,210.0,1,-1.0,0
57,-12.0,12,80.0,8,-1.0,0
40,0.0,17,728.0,3,-1.0,0
32,944.0,13,231.0,2,362.0,1
77,2223.0,10,365.0,2,187.0,1
42,478.0,8,165.0,1,-1.0,0
32,428.0,3,142.0,2,-1.0,0
27,662.0,30,47.0,1,-1.0,0
44,1309.0,30,262.0,2,-1.0,0
36,16.0,17,89.0,2,-1.0,0
42,193.0,17,171.0,1,-1.0,0
46,3547.0,20,395.0,6,-1.0,0
54,8180.0,19,312.0,1,-1.0,0
47,1797.0,7,62.0,4,-1.0,0
36,6172.0,18,126.0,2,-1.0,0
42,2037.0,5,135.0,1,8.0,1
36,409.0,20,25.0,1,-1.0,0
37,0.0,29,147.0,4,-1.0,0
58,2348.0,9,226.0,1,-1.0,0
36,0.0,13,296.0,8,-1.0,0
64,1370.0,12,174.0,1,-1.0,0
39,0.0,17,106.0,1,-1.0,0
45,185.0,18,34.0,14,-1.0,0
40,0.0,21,43.0,1,185.0,2
33,2321.0,2,308.0,1,109.0,4
40,264.0,14,222.0,2,-1.0,0
34,1.0,22,483.0,7,-1.0,0
50,29.0,7,83.0,4,266.0,20
58,3735.0,17,91.0,2,-1.0,0
51,0.0,20,179.0,3,-1.0,0
56,563.0,16,51.0,1,-1.0,0
33,7.0,18,55.0,1,-1.0,0
67,694.0,7,250.0,1,-1.0,0
39,26233.0,2,462.0,1,-1.0,0
35,246.0,14,157.0,2,345.0,5
31,28.0,8,101.0,1,-1.0,0
39,394.0,29,551.0,2,-1.0,0
52,7900.0,20,90.0,2,-1.0,0
33,7.0,20,217.0,1,-1.0,0
32,375.0,19,143.0,3,-1.0,0
57,2.0,9,138.0,3,-1.0,0
40,556.0,17,234.0,1,323.0,1
24,-287.0,18,504.0,1,-1.0,0
42,-972.0,29,146.0,1,-1.0,0
58,44.0,15,288.0,2,-1.0,0
35,4788.0,3,227.0,1,-1.0,0
32,3829.0,20,267.0,1,-1.0,0
31,302.0,23,40.0,8,-1.0,0
49,-268.0,6,42.0,2,206.0,5
39,946.0,17,295.0,2,-1.0,0
37,5473.0,9,198.0,2,-1.0,0
35,26.0,2,277.0,2,-1.0,0
35,1632.0,2,430.0,2,-1.0,0
40,129.0,12,464.0,3,-1.0,0
61,3738.0,6,188.0,1,-1.0,0
30,860.0,20,185.0,1,-1.0,0
31,106.0,13,101.0,13,-1.0,0
25,776.0,27,290.0,1,-1.0,0
31,2.0,18,224.0,1,-1.0,0
41,-140.0,26,472.0,3,-1.0,0
38,889.0,19,197.0,4,-1.0,0
34,827.0,6,254.0,1,267.0,4
56,0.0,13,112.0,4,-1.0,0
32,381.0,2,347.0,2,-1.0,0
40,432.0,2,101.0,1,-1.0,0
32,3050.0,23,298.0,1,-1.0,0
55,865.0,27,96.0,1,111.0,3
30,78.0,15,73.0,2,-1.0,0
34,-106.0,27,237.0,1,-1.0,0
37,490.0,30,226.0,1,-1.0,0
36,324.0,18,104.0,4,-1.0,0
47,263.0,29,127.0,2,255.0,1
36,-78.0,6,346.0,1,-1.0,0
35,53.0,16,258.0,2,-1.0,0
52,0.0,2,77.0,3,-1.0,0
45,3241.0,12,84.0,2,-1.0,0
28,623.0,18,25.0,41,-1.0,0
26,19.0,30,268.0,1,-1.0,0
41,1567.0,1,291.0,2,-1.0,0
49,145.0,29,57.0,2,248.0,38
33,233.0,29,155.0,2,-1.0,0
25,2.0,25,102.0,2,-1.0,0
30,69.0,21,300.0,1,-1.0,0
32,958.0,17,151.0,1,-1.0,0
32,463.0,13,128.0,2,-1.0,0
25,4578.0,2,100.0,1,-1.0,0
35,854.0,19,133.0,20,-1.0,0
29,260.0,4,453.0,2,273.0,2
38,7208.0,13,66.0,1,-1.0,0
33,-103.0,19,149.0,2,175.0,1
36,5195.0,2,55.0,25,-1.0,0
36,475.0,25,141.0,3,-1.0,0
59,1723.0,19,70.0,1,-1.0,0
31,0.0,5,70.0,4,-1.0,0
50,378.0,18,55.0,9,-1.0,0
32,390.0,23,85.0,1,-1.0,0
51,1126.0,17,326.0,3,-1.0,0
36,1830.0,14,183.0,1,91.0,11
48,316.0,5,560.0,2,-1.0,0
34,1655.0,28,49.0,2,-1.0,0
34,105.0,7,146.0,2,171.0,3
43,232.0,8,128.0,8,324.0,7
35,1473.0,20,17.0,6,322.0,4
49,315.0,11,240.0,1,-1.0,0
35,3552.0,21,267.0,1,-1.0,0
35,89.0,6,145.0,2,-1.0,0
36,2278.0,23,152.0,2,-1.0,0
48,5366.0,21,248.0,3,-1.0,0
71,4847.0,16,657.0,2,-1.0,0
54,6427.0,19,53.0,1,-1.0,0
29,-559.0,21,485.0,1,-1.0,0
47,0.0,18,203.0,3,-1.0,0
38,1354.0,29,50.0,2,-1.0,0
35,3188.0,30,288.0,3,-1.0,0
44,17.0,6,352.0,2,-1.0,0
32,458.0,23,125.0,2,-1.0,0
46,990.0,9,420.0,1,-1.0,0
45,-32.0,28,56.0,2,-1.0,0
58,5087.0,19,135.0,1,-1.0,0
49,1456.0,12,225.0,4,-1.0,0
41,261.0,5,222.0,1,-1.0,0
28,25.0,9,618.0,1,-1.0,0
52,6933.0,19,273.0,2,-1.0,0
42,1468.0,28,136.0,1,-1.0,0
56,1866.0,1,760.0,1,-1.0,0
45,4060.0,15,238.0,1,-1.0,0
28,255.0,29,602.0,2,-1.0,0
30,-517.0,22,123.0,2,-1.0,0
74,7819.0,6,165.0,3,-1.0,0
28,553.0,7,225.0,3,321.0,3
36,1023.0,31,189.0,4,-1.0,0
57,5961.0,14,166.0,3,-1.0,0
57,711.0,25,411.0,1,-1.0,0
51,97.0,13,286.0,2,-1.0,0
37,0.0,8,143.0,4,-1.0,0
29,-680.0,9,117.0,2,-1.0,0
66,1230.0,16,288.0,6,181.0,3
60,1853.0,10,234.0,1,183.0,1
21,524.0,26,185.0,1,-1.0,0
57,1044.0,11,585.0,1,192.0,2
40,1841.0,15,880.0,4,-1.0,0
38,1852.0,13,606.0,1,-1.0,0
36,536.0,8,274.0,3,-1.0,0
28,157.0,27,155.0,3,-1.0,0
41,5329.0,14,397.0,2,-1.0,0
73,542.0,26,355.0,1,180.0,5
39,116.0,22,554.0,2,-1.0,0
38,327.0,9,556.0,5,-1.0,0
30,2493.0,28,293.0,2,-1.0,0
33,79.0,22,249.0,2,335.0,2
35,2779.0,22,118.0,2,-1.0,0
37,29.0,14,404.0,2,183.0,2
49,-701.0,30,988.0,2,-1.0,0
39,261.0,4,841.0,4,-1.0,0
30,697.0,10,179.0,3,102.0,2
23,4126.0,25,96.0,2,-1.0,0
47,2787.0,11,479.0,1,-1.0,0
38,91.0,2,207.0,1,-1.0,0
29,25.0,14,207.0,2,-1.0,0
34,151.0,12,590.0,1,370.0,1
33,273.0,16,803.0,1,-1.0,0
30,-522.0,5,670.0,2,286.0,6
53,1796.0,16,295.0,1,91.0,2
55,2204.0,22,261.0,1,264.0,1
29,1180.0,17,367.0,3,323.0,3
35,618.0,30,951.0,1,-1.0,0
55,0.0,18,309.0,4,-1.0,0
59,116.0,11,268.0,1,183.0,7
37,3236.0,20,291.0,2,202.0,5
33,89.0,18,278.0,2,-1.0,0
58,256.0,10,422.0,1,188.0,3
32,152.0,25,158.0,2,-1.0,0
52,3469.0,16,583.0,1,147.0,1
35,331.0,14,857.0,2,-1.0,0
41,14968.0,23,1360.0,4,-1.0,0
60,0.0,7,401.0,3,-1.0,0
33,990.0,24,1491.0,2,-1.0,0
44,397.0,16,127.0,1,257.0,1
25,129.0,12,176.0,3,-1.0,0
30,1309.0,28,622.0,1,-1.0,0
76,1411.0,15,170.0,3,-1.0,0
31,12569.0,9,344.0,1,295.0,1
45,2671.0,14,94.0,4,-1.0,0
35,1227.0,18,593.0,4,90.0,6
72,2.0,7,147.0,2,-1.0,0
31,11821.0,18,384.0,11,-1.0,0
30,3300.0,21,1571.0,1,-1.0,0
34,3301.0,17,164.0,5,92.0,6
32,302.0,23,61.0,1,384.0,2
37,7620.0,23,367.0,1,176.0,6
29,476.0,18,427.0,1,-1.0,0
34,479.0,12,515.0,1,350.0,5
27,5291.0,12,192.0,2,92.0,2
34,751.0,17,1303.0,1,-1.0,0
36,592.0,13,204.0,2,99.0,5
45,96.0,13,348.0,3,256.0,2
64,4688.0,21,200.0,1,-1.0,0
54,0.0,18,362.0,1,290.0,3
26,2002.0,29,146.0,1,-1.0,0
27,-713.0,4,525.0,2,-1.0,0
56,3738.0,17,156.0,1,305.0,6
70,0.0,8,206.0,1,-1.0,0
58,1257.0,5,1536.0,1,-1.0,0
28,0.0,16,767.0,5,-1.0,0
49,387.0,28,325.0,1,-1.0,0
58,5037.0,18,1437.0,2,-1.0,0
68,1146.0,13,356.0,1,71.0,5
28,890.0,7,201.0,1,-1.0,0
33,127.0,29,1059.0,2,-1.0,0
28,3623.0,10,261.0,1,-1.0,0
46,3434.0,27,115.0,1,-1.0,0
26,294.0,4,208.0,2,-1.0,0
30,5.0,23,282.0,1,203.0,1
28,-7.0,26,3183.0,2,-1.0,0
47,1568.0,19,388.0,1,262.0,7
51,1495.0,25,1946.0,4,-1.0,0
57,2887.0,21,819.0,10,-1.0,0
30,48.0,25,217.0,1,191.0,2
58,462.0,13,495.0,1,93.0,1
36,776.0,7,722.0,3,-1.0,0
29,1026.0,12,226.0,1,92.0,1
28,198.0,5,128.0,2,-1.0,0
37,-22.0,15,317.0,1,-1.0,0
26,3466.0,6,275.0,2,-1.0,0
40,1535.0,14,704.0,1,-1.0,0
54,876.0,27,269.0,3,541.0,3
23,0.0,10,213.0,1,-1.0,0
36,4708.0,3,284.0,1,171.0,1
34,3119.0,16,306.0,1,-1.0,0
51,346.0,12,122.0,1,92.0,5
45,644.0,19,418.0,1,168.0,1
27,-195.0,18,391.0,1,-1.0,0
41,5561.0,20,649.0,2,-1.0,0
37,381.0,8,985.0,2,-1.0,0
40,0.0,6,131.0,2,98.0,6
36,129.0,27,149.0,1,-1.0,0
36,4596.0,16,901.0,2,-1.0,0
27,13107.0,6,661.0,1,314.0,2
43,3550.0,20,1154.0,1,-1.0,0
32,1129.0,15,903.0,2,341.0,2
39,2103.0,2,588.0,1,-1.0,0
34,1035.0,25,1374.0,10,-1.0,0
22,104.0,16,330.0,3,-1.0,0
34,69.0,25,296.0,1,205.0,2
30,255.0,27,143.0,1,-1.0,0
30,161.0,8,298.0,3,-1.0,0
73,739.0,11,210.0,1,-1.0,0
31,2616.0,21,374.0,1,185.0,2
40,3840.0,24,232.0,2,409.0,2
34,309.0,5,578.0,1,-1.0,0
35,2707.0,5,699.0,1,-1.0,0
59,1727.0,25,500.0,4,358.0,2
28,187.0,10,255.0,1,93.0,2
34,2374.0,9,161.0,1,209.0,2
77,638.0,7,453.0,1,-1.0,0
41,650.0,20,2420.0,3,-1.0,0
32,311.0,12,757.0,2,-1.0,0
39,1104.0,7,395.0,2,-1.0,0
53,15.0,20,921.0,2,-1.0,0
68,19317.0,4,249.0,1,-1.0,0
36,1177.0,15,330.0,1,311.0,4
36,96.0,30,208.0,1,87.0,1
40,79.0,15,570.0,1,135.0,1
36,36.0,6,836.0,4,-1.0,0
42,5345.0,11,878.0,3,-1.0,0
47,3676.0,18,567.0,1,95.0,3
38,605.0,18,1603.0,10,-1.0,0
43,2271.0,10,524.0,1,-1.0,0
25,108.0,29,305.0,3,-1.0,0
37,57.0,5,345.0,1,-1.0,0
27,337.0,9,23.0,1,-1.0,0
52,7135.0,19,1032.0,3,-1.0,0
63,791.0,21,212.0,2,-1.0,0
81,1154.0,17,231.0,1,-1.0,0
27,1840.0,1,220.0,1,28.0,8
71,2600.0,7,212.0,1,-1.0,0
54,-449.0,14,691.0,1,-1.0,0
59,296.0,15,805.0,3,-1.0,0
76,1492.0,3,383.0,1,-1.0,0
27,419.0,4,1181.0,2,-1.0,0
43,2557.0,15,166.0,3,183.0,5
43,860.0,30,132.0,1,-1.0,0
46,1329.0,3,247.0,2,-1.0,0
39,2303.0,17,775.0,3,-1.0,0
53,195.0,19,472.0,1,90.0,6
49,228.0,3,252.0,2,93.0,2
34,800.0,5,144.0,1,-1.0,0
61,4243.0,30,315.0,1,182.0,2
27,1596.0,1,82.0,1,-1.0,0
60,938.0,13,380.0,3,-1.0,0
37,6771.0,7,337.0,1,186.0,1
51,518.0,12,918.0,1,-1.0,0
51,9228.0,18,655.0,4,-1.0,0
38,2678.0,28,282.0,2,187.0,1
40,471.0,16,1156.0,1,345.0,2
31,10884.0,10,294.0,3,98.0,2
42,372.0,3,654.0,2,-1.0,0
28,-46.0,1,199.0,1,92.0,14
31,3382.0,30,739.0,1,-1.0,0
57,-92.0,20,1617.0,1,-1.0,0
45,2724.0,28,359.0,2,182.0,1
30,1541.0,18,471.0,8,-1.0,0
36,1224.0,12,482.0,1,374.0,1
48,1147.0,5,389.0,1,64.0,2
62,2557.0,10,404.0,1,57.0,8
34,2037.0,15,324.0,2,-1.0,0
37,316.0,26,642.0,2,-1.0,0
31,330.0,13,260.0,1,194.0,2
25,483.0,3,189.0,1,-1.0,0
58,2538.0,19,680.0,2,111.0,6
59,474.0,21,252.0,1,-1.0,0
40,694.0,3,431.0,2,119.0,9
58,853.0,5,1149.0,2,-1.0,0
52,-970.0,4,489.0,1,-1.0,0
47,1315.0,20,329.0,4,-1.0,0
35,2427.0,12,175.0,3,31.0,10
37,265.0,3,140.0,1,366.0,2
32,752.0,6,519.0,2,166.0,5
59,-546.0,25,1152.0,6,-1.0,0
30,0.0,1,318.0,1,-1.0,0
30,873.0,29,792.0,3,-1.0,0
52,293.0,11,706.0,1,-1.0,0
67,405.0,10,344.0,2,95.0,2
31,228.0,6,744.0,1,88.0,4
26,814.0,28,1387.0,1,-1.0,0
38,19.0,5,1130.0,3,251.0,2
23,0.0,30,297.0,1,83.0,6
30,223.0,6,862.0,11,-1.0,0
37,0.0,16,637.0,6,-1.0,0
45,3006.0,29,388.0,2,-1.0,0
32,12569.0,1,561.0,2,295.0,2
68,476.0,28,363.0,1,-1.0,0
30,297.0,7,465.0,4,-1.0,0
48,1544.0,30,263.0,1,450.0,2
53,-462.0,29,470.0,1,-1.0,0
30,543.0,4,1449.0,6,-1.0,0
25,1747.0,24,903.0,1,-1.0,0
46,-824.0,7,429.0,3,-1.0,0
26,5005.0,3,117.0,1,-1.0,0
35,293.0,17,1017.0,1,325.0,1
60,523.0,11,467.0,1,182.0,3
46,507.0,1,1196.0,1,-1.0,0
40,973.0,14,449.0,1,-1.0,0
29,655.0,23,273.0,1,-1.0,0
63,973.0,25,318.0,1,388.0,1
61,2801.0,10,239.0,1,-1.0,0
59,1.0,14,585.0,1,182.0,5
51,2007.0,12,1226.0,3,-1.0,0
48,476.0,11,856.0,3,-1.0,0
49,1093.0,12,243.0,2,91.0,2
57,5313.0,16,283.0,2,196.0,1
39,201.0,3,699.0,1,119.0,1
36,93.0,12,262.0,2,182.0,7
50,3370.0,21,531.0,2,80.0,2
46,0.0,27,763.0,5,-1.0,0
26,3.0,1,149.0,1,350.0,1
35,7050.0,11,222.0,3,182.0,4
25,10.0,21,857.0,4,-1.0,0
40,665.0,9,781.0,1,-1.0,0
25,12.0,12,126.0,6,-1.0,0
35,5724.0,30,691.0,10,-1.0,0
35,1228.0,9,696.0,2,88.0,12
54,467.0,18,674.0,3,-1.0,0
23,780.0,15,416.0,1,-1.0,0
30,1599.0,11,152.0,2,-1.0,0
33,920.0,30,344.0,1,-1.0,0
28,517.0,8,681.0,1,-1.0,0
22,381.0,12,227.0,1,-1.0,0
28,-123.0,23,690.0,1,-1.0,0
47,3033.0,8,293.0,1,-1.0,0
51,7180.0,14,927.0,1,-1.0,0
79,8304.0,9,303.0,9,-1.0,0
26,4613.0,28,663.0,3,196.0,2
45,-525.0,21,980.0,2,-1.0,0
45,-311.0,23,1030.0,1,-1.0,0
68,451.0,5,373.0,1,-1.0,0
39,1382.0,12,357.0,1,182.0,2
51,100.0,2,467.0,2,-1.0,0
25,2228.0,23,754.0,1,-1.0,0
61,5.0,6,562.0,2,94.0,3
54,10185.0,10,559.0,1,70.0,2
31,1709.0,28,944.0,3,-1.0,0
32,-770.0,18,618.0,1,-1.0,0
39,494.0,9,216.0,1,183.0,5
33,557.0,4,367.0,1,-1.0,0
59,1047.0,21,438.0,1,184.0,3
47,1639.0,12,349.0,1,-1.0,0
83,1965.0,13,1003.0,3,-1.0,0
31,636.0,4,352.0,4,-1.0,0
43,800.0,13,902.0,1,-1.0,0
21,53.0,14,270.0,1,-1.0,0
40,1908.0,5,1661.0,2,-1.0,0
55,2037.0,4,305.0,2,94.0,3
26,1231.0,3,385.0,2,96.0,5
